target_entity_code,target_entity_type,target_entity_label,property,property_label,class,class_label,Gini,proportion,objects_number,facts_number,Gini_times_proportion,gini_calculation_method,time_to_get_result,sampling,queries_number,percentage,queries_number_per_record,rankk
Q1787111,classes,"biographical dictionary",P361,"part of",Q13433827,"encyclopedia article",0.9534883720930232,0.0023015,2,84,0.0021944496480852086,model,0.19141065677007038,0,65,100,4,16
Q1787111,classes,"biographical dictionary",P108,employer,Q5,human,0.5,0.00345224,3,9,0.0017261219792865361,model,0.19141065677007038,0,65,100,4,17
Q1787111,classes,"biographical dictionary",P1433,"published in",Q191067,article,0.27272727272727276,0.00460299,4,7,0.0012553614394811175,model,0.19141065677007038,0,65,100,4,18
Q1787111,classes,"biographical dictionary",P361,"part of",Q1302249,cross-reference,0.9986329460013675,0.00115075,1,1462,0.0011491748515550834,model,0.19141065677007038,0,65,100,4,19
Q1787111,classes,"biographical dictionary",P1343,"described by source",Q1451906,NULL,0.9591836734693875,0.00115075,1,48,0.0011037786806322065,model,0.19141065677007038,0,65,100,4,20
Q178743,classes,stele,P2789,"connects with",Q10276558,"municipal road",0.4,0.00355872,6,14,0.0014234875444839859,model,0.04074360132217407,0,36,100,4,1
Q178743,classes,stele,P2789,"connects with",Q79007,street,0.27272727272727276,0.00237248,4,7,0.0006470397929472664,model,0.04074360132217407,0,36,100,4,2
Q178743,classes,stele,P2789,"connects with",Q49614,nickname,0.16666666666666666,0.0029656,5,7,0.0004942665085013839,model,0.04074360132217407,0,36,100,4,3
Q178743,classes,stele,P1269,"facet of",Q178743,stele,0.7500000000000002,0.00059312,1,7,0.0004448398576512457,model,0.04074360132217407,0,36,100,4,4
Q178743,classes,stele,P1269,"facet of",Q5003624,memorial,0.7500000000000002,0.00059312,1,7,0.0004448398576512457,model,0.04074360132217407,0,36,100,4,5
Q178743,classes,stele,P180,depicts,Q106815942,"archival resource",0.6000000000000002,0.00059312,1,4,0.0003558718861209966,model,0.04074360132217407,0,36,100,4,6
Q178743,classes,stele,P180,depicts,Q125191,photograph,0.6000000000000002,0.00059312,1,4,0.0003558718861209966,model,0.04074360132217407,0,36,100,4,7
Q178743,classes,stele,P361,"part of",Q178743,stele,0.5,0.00059312,1,3,0.0002965599051008304,model,0.04074360132217407,0,36,100,4,8
Q178743,classes,stele,P180,depicts,Q57408632,"glass plate negative",0.5,0.00059312,1,3,0.0002965599051008304,model,0.04074360132217407,0,36,100,4,9
Q178743,classes,stele,P2789,"connects with",Q122252281,"Fukuoka City Municipal Road",0.20000000000000004,0.00118624,2,3,0.00023724792408066437,model,0.04074360132217407,0,36,100,4,10
Q178743,classes,stele,P1441,"present in work",Q5,human,0.20000000000000004,0.00118624,2,3,0.00023724792408066437,model,0.04074360132217407,0,36,100,4,11
Q178743,classes,stele,P138,"named after",Q34442,road,0.3333333333333333,0.00059312,1,2,0.00019770660340055358,model,0.04074360132217407,0,36,100,4,12
Q178743,classes,stele,P31,"instance of",Q1508535,"Grave stele",0.3333333333333333,0.00059312,1,2,0.00019770660340055358,model,0.04074360132217407,0,36,100,4,13
Q178794,classes,watch,P400,platform,Q7889,"video game",0.3333333333333333,0.00735294,1,2,0.0024509803921568627,model,0.026467196146647134,0,4,100,4,1
Q178885,classes,deity,P921,"main subject",Q13433827,"encyclopedia article",0.43678160919540227,0.0315315,49,125,0.013772393082737908,model,0.44577072461446127,0,179,100,4,1
Q178885,classes,deity,P825,"dedicated to",Q845945,"Shinto shrine",0.5616438356164384,0.020592,32,114,0.011565381428395128,model,0.44577072461446127,0,179,100,4,2
Q178885,classes,deity,P180,depicts,Q3305213,painting,0.7205882352941178,0.0122265,19,117,0.0088102808691044,model,0.44577072461446127,0,179,100,4,3
Q178885,classes,deity,P674,characters,Q1980247,chapter,0.6000000000000002,0.00707851,11,44,0.004247104247104248,model,0.44577072461446127,0,179,100,4,4
Q178885,classes,deity,P180,depicts,Q860861,sculpture,0.22580645161290325,0.015444,24,38,0.003487358326068004,model,0.44577072461446127,0,179,100,4,5
Q178885,classes,deity,P22,father,Q178885,deity,0.39534883720930236,0.00836551,13,30,0.003307294004968424,model,0.44577072461446127,0,179,100,4,6
Q178885,classes,deity,P460,"said to be the same as",Q178885,deity,0.18181818181818182,0.011583,18,26,0.002106002106002106,model,0.44577072461446127,0,179,100,4,7
Q178885,classes,deity,P50,author,Q7725634,"literary work",0.7647058823529413,0.002574,4,30,0.0019683549095313806,model,0.44577072461446127,0,179,100,4,8
Q178885,classes,deity,P25,mother,Q178885,deity,0.5,0.003861,6,18,0.0019305019305019305,model,0.44577072461446127,0,179,100,4,9
Q178885,classes,deity,P180,depicts,Q179700,statue,0.26666666666666666,0.00707851,11,19,0.0018876018876018876,model,0.44577072461446127,0,179,100,4,10
Q178885,classes,deity,P180,depicts,Q220659,"archaeological artifact",0.17073170731707316,0.0109395,17,24,0.0018677213799165016,model,0.44577072461446127,0,179,100,4,11
Q178885,classes,deity,P921,"main subject",Q3331189,"version, edition or translation",0.4,0.003861,6,14,0.0015444015444015446,model,0.44577072461446127,0,179,100,4,12
Q178885,classes,deity,P180,depicts,Q1066288,figurine,0.3333333333333333,0.0045045,7,14,0.0015015015015015015,model,0.44577072461446127,0,179,100,4,13
Q178885,classes,deity,P40,child,Q178885,deity,0.07936507936507937,0.0186615,29,34,0.0014810729096443383,model,0.44577072461446127,0,179,100,4,14
Q178885,classes,deity,P40,child,Q3059255,"Greek water deities",0.30000000000000004,0.0045045,7,13,0.0013513513513513516,model,0.44577072461446127,0,179,100,4,15
Q178885,classes,deity,P40,child,Q45713,titan,0.3333333333333333,0.003861,6,12,0.001287001287001287,model,0.44577072461446127,0,179,100,4,16
Q178885,classes,deity,P59,constellation,Q318,galaxy,0.999976561996449,0.001287,2,170661,0.0012869711222605522,model,0.44577072461446127,0,179,100,4,17
Q178885,classes,deity,P59,constellation,Q523,star,0.9999540488690278,0.001287,2,87047,0.0012869421478365866,model,0.44577072461446127,0,179,100,4,18
Q178885,classes,deity,P59,constellation,Q1931185,"astronomical radio source",0.9996783014315587,0.001287,2,12432,0.0012865872605296765,model,0.44577072461446127,0,179,100,4,19
Q178885,classes,deity,P59,constellation,Q83373,quasar,0.9996715388405325,0.001287,2,12176,0.0012865785570663224,model,0.44577072461446127,0,179,100,4,20
Q179076,classes,exchange,P414,"stock exchange",Q891723,"public company",0.8481012658227851,0.0983607,6,73,0.08341979663830673,model,0.03130017916361491,0,39,100,4,1
Q179076,classes,exchange,P414,"stock exchange",Q4830453,business,0.7599999999999999,0.0983607,6,44,0.07475409836065573,model,0.03130017916361491,0,39,100,4,2
Q179076,classes,exchange,P1344,"participant in",Q5,human,0.8840579710144927,0.0655738,4,65,0.057971014492753624,model,0.03130017916361491,0,39,100,4,3
Q179076,classes,exchange,P414,"stock exchange",Q6881511,enterprise,0.9000000000000004,0.0327869,2,38,0.02950819672131149,model,0.03130017916361491,0,39,100,4,4
Q179076,classes,exchange,P749,"parent organization",Q475000,"stock market",0.5,0.0327869,2,6,0.01639344262295082,model,0.03130017916361491,0,39,100,4,5
Q179076,classes,exchange,P108,employer,Q5,human,0.5,0.0327869,2,6,0.01639344262295082,model,0.03130017916361491,0,39,100,4,6
Q179076,classes,exchange,P463,"member of",Q5,human,0.42857142857142844,0.0327869,2,5,0.014051522248243556,model,0.03130017916361491,0,39,100,4,7
Q179076,classes,exchange,P414,"stock exchange",Q219577,"holding company",0.8461538461538463,0.0163934,1,12,0.013871374527112235,model,0.03130017916361491,0,39,100,4,8
Q179076,classes,exchange,P414,"stock exchange",Q2143354,"insurance company",0.7777777777777779,0.0163934,1,8,0.012750455373406196,model,0.03130017916361491,0,39,100,4,9
Q179076,classes,exchange,P195,collection,Q22669139,fresco,0.7142857142857141,0.0163934,1,6,0.011709601873536297,model,0.03130017916361491,0,39,100,4,10
Q179076,classes,exchange,P1344,"participant in",Q1007870,"art gallery",0.6000000000000002,0.0163934,1,4,0.009836065573770496,model,0.03130017916361491,0,39,100,4,11
Q179076,classes,exchange,P921,"main subject",Q191067,article,0.20000000000000004,0.0327869,2,3,0.00655737704918033,model,0.03130017916361491,0,39,100,4,12
Q179076,classes,exchange,P1344,"participant in",Q4830453,business,0.20000000000000004,0.0327869,2,3,0.00655737704918033,model,0.03130017916361491,0,39,100,4,13
Q179076,classes,exchange,P1889,"different from",Q6881511,enterprise,0.3333333333333333,0.0163934,1,2,0.00546448087431694,model,0.03130017916361491,0,39,100,4,14
Q179076,classes,exchange,P1889,"different from",Q650241,"financial institution",0.3333333333333333,0.0163934,1,2,0.00546448087431694,model,0.03130017916361491,0,39,100,4,15
Q179076,classes,exchange,P1889,"different from",Q4830453,business,0.3333333333333333,0.0163934,1,2,0.00546448087431694,model,0.03130017916361491,0,39,100,4,16
Q1792379,classes,"art genre",P136,genre,Q5,human,0.9777017783857728,0.37819,163,14457,0.36975728509717165,model,0.5085508982340495,0,255,100,4,1
Q1792379,classes,"art genre",P101,"field of work",Q5,human,0.9818319454958367,0.334107,144,15708,0.32803665928399184,model,0.5085508982340495,0,255,100,4,2
Q1792379,classes,"art genre",P136,genre,Q3305213,painting,0.9992376475072656,0.222738,96,251756,0.2225680142939617,model,0.5085508982340495,0,255,100,4,3
Q1792379,classes,"art genre",P921,"main subject",Q3331189,"version, edition or translation",0.8755118755118751,0.176334,76,1145,0.1543826044986137,model,0.5085508982340495,0,255,100,4,4
Q1792379,classes,"art genre",P136,genre,Q860861,sculpture,0.9934577857988839,0.134571,58,17673,0.13369037488708876,model,0.5085508982340495,0,255,100,4,5
Q1792379,classes,"art genre",P921,"main subject",Q13442814,"scholarly article",0.8970588235294115,0.146172,63,1161,0.13112460761566805,model,0.5085508982340495,0,255,100,4,6
Q1792379,classes,"art genre",P135,movement,Q5,human,0.9480887210948558,0.12761,55,2064,0.12098579967567766,model,0.5085508982340495,0,255,100,4,7
Q1792379,classes,"art genre",P971,"category combines topics",Q4167836,"Wikimedia category",0.972093023255814,0.111369,48,3392,0.10826093994496304,model,0.5085508982340495,0,255,100,4,8
Q1792379,classes,"art genre",P180,depicts,Q3305213,painting,0.9819424109321625,0.0858469,37,4061,0.08429668028883994,model,0.5085508982340495,0,255,100,4,9
Q1792379,classes,"art genre",P279,"subclass of",Q1792379,"art genre",0.5202952029520295,0.150812,65,206,0.07846679394868195,model,0.5085508982340495,0,255,100,4,10
Q1792379,classes,"art genre",P136,genre,Q179700,statue,0.9970433807411941,0.0672854,29,19588,0.06708644557191329,model,0.5085508982340495,0,255,100,4,11
Q1792379,classes,"art genre",P136,genre,Q11060274,print,0.9949961176775088,0.0672854,29,11562,0.06694869469291823,model,0.5085508982340495,0,255,100,4,12
Q1792379,classes,"art genre",P921,"main subject",Q1907875,NULL,0.8337801608579087,0.0719258,31,342,0.05997026679024401,model,0.5085508982340495,0,255,100,4,13
Q1792379,classes,"art genre",P180,depicts,Q11060274,print,0.9801606046291924,0.0487239,21,2096,0.047757245237153224,model,0.5085508982340495,0,255,100,4,14
Q1792379,classes,"art genre",P180,depicts,Q125191,photograph,0.9967924369038577,0.0440835,19,11828,0.04394212598880115,model,0.5085508982340495,0,255,100,4,15
Q1792379,classes,"art genre",P101,"field of work",Q1400264,"artist collective",0.7278106508875739,0.0533643,23,146,0.038839083458037583,model,0.5085508982340495,0,255,100,4,16
Q1792379,classes,"art genre",P180,depicts,Q93184,drawing,0.92901878914405,0.0394432,17,462,0.036643432518442806,model,0.5085508982340495,0,255,100,4,17
Q1792379,classes,"art genre",P4224,"category contains",Q4167836,"Wikimedia category",0.6396396396396395,0.0464037,20,91,0.0296816538115842,model,0.5085508982340495,0,255,100,4,18
Q1792379,classes,"art genre",P360,"is a list of",Q13406463,"Wikimedia list article",0.9733879222108497,0.0301624,13,964,0.029359728512160198,model,0.5085508982340495,0,255,100,4,19
Q1792379,classes,"art genre",P101,"field of work",Q43229,organization,0.6041666666666667,0.0440835,19,77,0.026633797370456305,model,0.5085508982340495,0,255,100,4,20
Q1792571,classes,"art prize",P166,"award received",Q5,human,0.9328482510739022,0.740812,383,11024,0.6910655322268947,model,0.057072277863820395,0,49,100,4,1
Q1792571,classes,"art prize",P971,"category combines topics",Q4167836,"Wikimedia category",0.25190839694656486,0.0947776,49,82,0.02387526392723729,model,0.057072277863820395,0,49,100,4,2
Q1792571,classes,"art prize",P1411,"nominated for",Q5,human,0.3333333333333333,0.0251451,13,26,0.008381689232753061,model,0.057072277863820395,0,49,100,4,3
Q1792571,classes,"art prize",P166,"award received",Q215380,"musical group",0.45454545454545453,0.0174081,9,24,0.007912783541410234,model,0.057072277863820395,0,49,100,4,4
Q1792571,classes,"art prize",P166,"award received",Q3305213,painting,0.3125,0.0212766,11,21,0.006648936170212766,model,0.057072277863820395,0,49,100,4,5
Q1792571,classes,"art prize",P361,"part of",Q11448906,"science award",0.45454545454545453,0.00580271,3,8,0.0026375945138034113,model,0.057072277863820395,0,49,100,4,6
Q1792571,classes,"art prize",P1344,"participant in",Q5,human,0.3333333333333333,0.00580271,3,6,0.0019342359767891683,model,0.057072277863820395,0,49,100,4,7
Q1792571,classes,"art prize",P279,"subclass of",Q618779,award,0.5,0.00386847,2,6,0.0019342359767891683,model,0.057072277863820395,0,49,100,4,8
Q1792571,classes,"art prize",P166,"award received",Q10648343,duo,0.09090909090909088,0.0193424,10,12,0.0017583963425356073,model,0.057072277863820395,0,49,100,4,9
Q1792571,classes,"art prize",P1889,"different from",Q1792571,"art prize",0.11111111111111109,0.0154739,8,10,0.0017193208682570382,model,0.057072277863820395,0,49,100,4,10
Q1792571,classes,"art prize",P31,"instance of",Q1226436,"Outstanding Artist Award",0.8461538461538463,0.00193424,1,12,0.0016366612111292965,model,0.057072277863820395,0,49,100,4,11
Q1792571,classes,"art prize",P31,"instance of",Q27923947,"The Nordic Award in Textiles",0.7777777777777779,0.00193424,1,8,0.001504405759724909,model,0.057072277863820395,0,49,100,4,12
Q1792571,classes,"art prize",P31,"instance of",Q27968055,"recurrent event edition",0.7777777777777779,0.00193424,1,8,0.001504405759724909,model,0.057072277863820395,0,49,100,4,13
Q1792571,classes,"art prize",P921,"main subject",Q29023906,"temporary exhibition",0.7500000000000002,0.00193424,1,7,0.0014506769825918767,model,0.057072277863820395,0,49,100,4,14
Q1792571,classes,"art prize",P31,"instance of",Q576434,"Prix de Rome",0.7142857142857141,0.00193424,1,6,0.001381597126277977,model,0.057072277863820395,0,49,100,4,15
Q1792571,classes,"art prize",P179,"part of the series",Q4504495,"award ceremony",0.3333333333333333,0.00386847,2,4,0.0012894906511927789,model,0.057072277863820395,0,49,100,4,16
Q1792571,classes,"art prize",P361,"part of",Q132241,festival,0.6666666666666666,0.00193424,1,5,0.0012894906511927789,model,0.057072277863820395,0,49,100,4,17
Q1792571,classes,"art prize",P921,"main subject",Q13433827,"encyclopedia article",0.5,0.00193424,1,3,0.0009671179883945841,model,0.057072277863820395,0,49,100,4,18
Q1792571,classes,"art prize",P179,"part of the series",Q27968055,"recurrent event edition",0.5,0.00193424,1,3,0.0009671179883945841,model,0.057072277863820395,0,49,100,4,19
Q1792571,classes,"art prize",P166,"award received",Q1400264,"artist collective",0.04347826086956524,0.0212766,11,12,0.0009250693802035156,model,0.057072277863820395,0,49,100,4,20
Q1792644,classes,"art style",P135,movement,Q5,human,0.9672131147540984,0.175978,63,3780,0.17020789449583298,model,0.12958282232284546,0,253,100,4,1
Q1792644,classes,"art style",P101,"field of work",Q5,human,0.978483245149912,0.170391,61,5609,0.16672479875459392,model,0.12958282232284546,0,253,100,4,2
Q1792644,classes,"art style",P136,genre,Q5,human,0.9102362204724409,0.159218,57,1213,0.14492587867857298,model,0.12958282232284546,0,253,100,4,3
Q1792644,classes,"art style",P971,"category combines topics",Q4167836,"Wikimedia category",0.8238341968911921,0.142458,51,528,0.11736185486438769,model,0.12958282232284546,0,253,100,4,4
Q1792644,classes,"art style",P135,movement,Q3305213,painting,0.972093023255814,0.117318,42,2968,0.1140444328959335,model,0.12958282232284546,0,253,100,4,5
Q1792644,classes,"art style",P149,"architectural style",Q16970,"church building",0.9776992113135704,0.114525,41,3636,0.11197113872585583,model,0.12958282232284546,0,253,100,4,6
Q1792644,classes,"art style",P921,"main subject",Q3331189,"version, edition or translation",0.9310910582444626,0.117318,42,1177,0.10923414649795371,model,0.12958282232284546,0,253,100,4,7
Q1792644,classes,"art style",P135,movement,Q860861,sculpture,0.8566433566433561,0.114525,41,531,0.09810720006250727,model,0.12958282232284546,0,253,100,4,8
Q1792644,classes,"art style",P149,"architectural style",Q41176,building,0.9359095193213948,0.0949721,34,1027,0.08888526161152911,model,0.12958282232284546,0,253,100,4,9
Q1792644,classes,"art style",P921,"main subject",Q13442814,"scholarly article",0.9120879120879126,0.0893855,32,696,0.08152741113634973,model,0.12958282232284546,0,253,100,4,10
Q1792644,classes,"art style",P136,genre,Q3305213,painting,0.9645051194539247,0.0726257,26,1439,0.07004785783743588,model,0.12958282232284546,0,253,100,4,11
Q1792644,classes,"art style",P149,"architectural style",Q3947,house,0.8992248062015507,0.0726257,26,490,0.06530682950067128,model,0.12958282232284546,0,253,100,4,12
Q1792644,classes,"art style",P149,"architectural style",Q16560,palace,0.8476190476190473,0.0670391,24,291,0.05682362330407021,model,0.12958282232284546,0,253,100,4,13
Q1792644,classes,"art style",P136,genre,Q838948,"work of art",0.9230769230769226,0.0502793,18,450,0.04641168886978941,model,0.12958282232284546,0,253,100,4,14
Q1792644,classes,"art style",P136,genre,Q860861,sculpture,0.9229024943310654,0.047486,17,424,0.04382497878108411,model,0.12958282232284546,0,253,100,4,15
Q1792644,classes,"art style",P921,"main subject",Q13433827,"encyclopedia article",0.21978021978021978,0.198324,71,111,0.04358769721898214,model,0.12958282232284546,0,253,100,4,16
Q1792644,classes,"art style",P921,"main subject",Q667276,"art exhibition",0.6031746031746031,0.0698324,25,101,0.04212113150660636,model,0.12958282232284546,0,253,100,4,17
Q1792644,classes,"art style",P279,"subclass of",Q1792644,"art style",0.3873873873873875,0.0949721,34,77,0.03679098092505915,model,0.12958282232284546,0,253,100,4,18
Q1792644,classes,"art style",P149,"architectural style",Q317557,"parish church",0.9171597633136098,0.0391061,14,324,0.035866582922878594,model,0.12958282232284546,0,253,100,4,19
Q1792644,classes,"art style",P737,"influenced by",Q5,human,0.5416666666666665,0.0614525,22,74,0.033286778398510235,model,0.12958282232284546,0,253,100,4,20
Q179461,classes,"religious text",P1441,"present in work",Q20643955,"human biblical figure",0.7849117174959872,0.111481,67,556,0.08750263739139957,model,0.06711552540461223,0,217,100,4,1
Q179461,classes,"religious text",P921,"main subject",Q13433827,"encyclopedia article",0.4899999999999999,0.169717,102,298,0.08316139767054906,model,0.06711552540461223,0,217,100,4,2
Q179461,classes,"religious text",P361,"part of",Q29154515,"chapter of the Bible",0.883369330453564,0.0898502,54,872,0.07937095481612721,model,0.06711552540461223,0,217,100,4,3
Q179461,classes,"religious text",P629,"edition or translation of",Q3331189,"version, edition or translation",0.6540880503144656,0.0915141,55,263,0.05985830743310418,model,0.06711552540461223,0,217,100,4,4
Q179461,classes,"religious text",P921,"main subject",Q3331189,"version, edition or translation",0.9111617312072892,0.0648918,39,839,0.05912696758250296,model,0.06711552540461223,0,217,100,4,5
Q179461,classes,"religious text",P361,"part of",Q179461,"religious text",0.8328981723237597,0.0532446,32,351,0.04434732365118188,model,0.06711552540461223,0,217,100,4,6
Q179461,classes,"religious text",P101,"field of work",Q5,human,0.7444933920704844,0.0482529,29,198,0.035923973993417714,model,0.06711552540461223,0,217,100,4,7
Q179461,classes,"religious text",P921,"main subject",Q13442814,"scholarly article",0.5795454545454545,0.0615641,37,139,0.03567917107850552,model,0.06711552540461223,0,217,100,4,8
Q179461,classes,"religious text",P527,"has part(s)",Q179461,"religious text",0.17142857142857146,0.193012,116,164,0.03308771095792727,model,0.06711552540461223,0,217,100,4,9
Q179461,classes,"religious text",P1441,"present in work",Q5,human,0.4833333333333334,0.0515807,31,89,0.024930671103716034,model,0.06711552540461223,0,217,100,4,10
Q179461,classes,"religious text",P180,depicts,Q3305213,painting,0.7352941176470587,0.0299501,18,118,0.022022119996084954,model,0.06711552540461223,0,217,100,4,11
Q179461,classes,"religious text",P1574,"exemplar of",Q87167,manuscript,0.5918367346938774,0.0332779,20,78,0.01969506604638527,model,0.06711552540461223,0,217,100,4,12
Q179461,classes,"religious text",P144,"based on",Q7725634,"literary work",0.40909090909090906,0.0432612,26,62,0.017697776433217367,model,0.06711552540461223,0,217,100,4,13
Q179461,classes,"religious text",P144,"based on",Q3305213,painting,0.7142857142857141,0.0183028,11,66,0.013073449013548843,model,0.06711552540461223,0,217,100,4,14
Q179461,classes,"religious text",P1574,"exemplar of",Q48498,"illuminated manuscript",0.6986301369863013,0.0183028,11,62,0.01278690766530668,model,0.06711552540461223,0,217,100,4,15
Q179461,classes,"religious text",P921,"main subject",Q7725634,"literary work",0.3437500000000001,0.0349418,21,43,0.012011231281198007,model,0.06711552540461223,0,217,100,4,16
Q179461,classes,"religious text",P971,"category combines topics",Q4167836,"Wikimedia category",0.45098039215686275,0.0232945,14,37,0.010505366872206453,model,0.06711552540461223,0,217,100,4,17
Q179461,classes,"religious text",P921,"main subject",Q571,book,0.32142857142857145,0.031614,19,37,0.010161635369622059,model,0.06711552540461223,0,217,100,4,18
Q179461,classes,"religious text",P1433,"published in",Q179461,"religious text",0.9512195121951221,0.00831947,5,200,0.00791363986851183,model,0.06711552540461223,0,217,100,4,19
Q179461,classes,"religious text",P1574,"exemplar of",Q213924,codex,0.7391304347826084,0.00998336,6,40,0.0073790060044852755,model,0.06711552540461223,0,217,100,4,20
Q179700,classes,statue,P361,"part of",Q179700,statue,0.46153846153846145,0.00100712,56,152,0.00046482544144582844,model,0.08508501052856446,0,90,100,4,1
Q179700,classes,statue,P1889,"different from",Q179700,statue,0.08080808080808081,0.00327315,182,214,0.0002644966316644613,model,0.08508501052856446,0,90,100,4,2
Q179700,classes,statue,P144,"based on",Q179700,statue,0.14009661835748793,0.0016006,89,118,0.0002242392459861957,model,0.08508501052856446,0,90,100,4,3
Q179700,classes,statue,P180,depicts,Q3305213,painting,0.23076923076923078,0.000809294,45,72,0.00018676022200948467,model,0.08508501052856446,0,90,100,4,4
Q179700,classes,statue,P144,"based on",Q860861,sculpture,0.21052631578947367,0.00053953,30,46,0.00011358516426307836,model,0.08508501052856446,0,90,100,4,5
Q179700,classes,statue,P180,depicts,Q11060274,print,0.7971014492753626,0.00012589,7,62,0.00010034727978072691,model,0.08508501052856446,0,90,100,4,6
Q179700,classes,statue,P1889,"different from",Q860861,sculpture,0.08219178082191782,0.00120495,67,79,0.00009903692747047862,model,0.08508501052856446,0,90,100,4,7
Q179700,classes,statue,P180,depicts,Q860861,sculpture,0.3333333333333333,0.000269765,15,30,0.00008992158837493704,model,0.08508501052856446,0,90,100,4,8
Q179700,classes,statue,P361,"part of",Q860861,sculpture,0.5333333333333333,0.00012589,7,23,0.00006714145265328634,model,0.08508501052856446,0,90,100,4,9
Q179700,classes,statue,P138,"named after",Q16970,"church building",0.5789473684210529,0.0000719373,4,15,0.00004164789356312875,model,0.08508501052856446,0,90,100,4,10
Q179700,classes,statue,P1889,"different from",Q4989906,monument,0.08196721311475408,0.000503561,28,33,0.00004127548318849569,model,0.08508501052856446,0,90,100,4,11
Q179700,classes,statue,P921,"main subject",Q191067,article,0.14285714285714285,0.000269765,15,20,0.00003853782358925873,model,0.08508501052856446,0,90,100,4,12
Q179700,classes,statue,P921,"main subject",Q13442814,"scholarly article",0.11111111111111109,0.000287749,16,20,0.00003197212031108872,model,0.08508501052856446,0,90,100,4,13
Q179700,classes,statue,P921,"main subject",Q13433827,"encyclopedia article",0.125,0.00025178,14,18,0.00003147255593122797,model,0.08508501052856446,0,90,100,4,14
Q179700,classes,statue,P138,"named after",Q11879590,"female given name",0.3333333333333333,0.0000899216,5,10,0.000029973862791645684,model,0.08508501052856446,0,90,100,4,15
Q179700,classes,statue,P144,"based on",Q575759,"war memorial",0.5384615384615383,0.000053953,3,10,0.00002905159009036427,model,0.08508501052856446,0,90,100,4,16
Q179700,classes,statue,P119,"place of burial",Q5,human,0.2222222222222222,0.00012589,7,11,0.00002797560527220264,model,0.08508501052856446,0,90,100,4,17
Q179700,classes,statue,P825,"dedicated to",Q16970,"church building",0.2222222222222222,0.00012589,7,11,0.00002797560527220264,model,0.08508501052856446,0,90,100,4,18
Q179700,classes,statue,P1889,"different from",Q483453,fountain,0.12000000000000002,0.000197827,11,14,0.000023739299330983385,model,0.08508501052856446,0,90,100,4,19
Q179700,classes,statue,P180,depicts,Q125191,photograph,0.12000000000000002,0.000197827,11,14,0.000023739299330983385,model,0.08508501052856446,0,90,100,4,20
Q1800833,classes,rockumentary,P361,"part of",Q134556,single,0.20000000000000004,0.027027,2,3,0.005405405405405407,model,0.021433715025583902,0,6,100,4,1
Q1800833,classes,rockumentary,P361,"part of",Q105543609,"musical work/composition",0.3333333333333333,0.0135135,1,2,0.0045045045045045045,model,0.021433715025583902,0,6,100,4,2
Q18011141,classes,"fictional military organization",P463,"member of",Q15632617,"fictional human",0.8283261802575108,0.229885,20,213,0.19041981155345075,model,0.025958855946858723,0,104,100,4,1
Q18011141,classes,"fictional military organization",P463,"member of",Q87576284,"manga character",0.8446601941747575,0.091954,8,95,0.07766990291262138,model,0.025958855946858723,0,104,100,4,2
Q18011141,classes,"fictional military organization",P463,"member of",Q80447738,"anime character",0.8297872340425537,0.091954,8,86,0.07630227439471758,model,0.025958855946858723,0,104,100,4,3
Q18011141,classes,"fictional military organization",P463,"member of",Q3658341,"literary character",0.8811881188118816,0.0689655,6,95,0.060771594400819424,model,0.025958855946858723,0,104,100,4,4
Q18011141,classes,"fictional military organization",P7047,enemy,Q87576284,"manga character",0.6969696969696969,0.0574713,5,28,0.04005572971090212,model,0.025958855946858723,0,104,100,4,5
Q18011141,classes,"fictional military organization",P7047,enemy,Q80447738,"anime character",0.6774193548387096,0.0574713,5,26,0.038932146829810894,model,0.025958855946858723,0,104,100,4,6
Q18011141,classes,"fictional military organization",P7047,enemy,Q15632617,"fictional human",0.6774193548387096,0.0574713,5,26,0.038932146829810894,model,0.025958855946858723,0,104,100,4,7
Q18011141,classes,"fictional military organization",P241,"military branch",Q15632617,"fictional human",0.7241379310344825,0.045977,4,25,0.033293697978596895,model,0.025958855946858723,0,104,100,4,8
Q18011141,classes,"fictional military organization",P463,"member of",Q33125444,"character from Star Wars",0.9459459459459462,0.0344828,3,108,0.03261882572227401,model,0.025958855946858723,0,104,100,4,9
Q18011141,classes,"fictional military organization",P106,occupation,Q15632617,"fictional human",0.8947368421052635,0.0344828,3,54,0.030852994555353914,model,0.025958855946858723,0,104,100,4,10
Q18011141,classes,"fictional military organization",P1416,affiliation,Q15632617,"fictional human",0.6190476190476192,0.045977,4,17,0.02846195949644226,model,0.025958855946858723,0,104,100,4,11
Q18011141,classes,"fictional military organization",P241,"military branch",Q15773317,"television character",0.7777777777777779,0.0344828,3,24,0.026819923371647514,model,0.025958855946858723,0,104,100,4,12
Q18011141,classes,"fictional military organization",P106,occupation,Q33125444,"character from Star Wars",0.9480519480519478,0.0229885,2,75,0.021794297656366615,model,0.025958855946858723,0,104,100,4,13
Q18011141,classes,"fictional military organization",P106,occupation,Q1569167,"video game character",0.9069767441860468,0.0229885,2,41,0.02085004009623096,model,0.025958855946858723,0,104,100,4,14
Q18011141,classes,"fictional military organization",P241,"military branch",Q924827,"human from Star Trek",0.866666666666667,0.0229885,2,28,0.019923371647509586,model,0.025958855946858723,0,104,100,4,15
Q18011141,classes,"fictional military organization",P1416,affiliation,Q15773317,"television character",0.7647058823529413,0.0229885,2,15,0.017579445571331984,model,0.025958855946858723,0,104,100,4,16
